"DataCode","Rectype","RecYear","Date","Watershed","Transect","TrapStation","Species","SpecimenNo1","SpecimenNo2","VoucherNo","RecaptureStatus","Disposition","TotalLength","TailLength","HFLength","EarLength","Weight","Sex","Age","ReprodCondition","Comments"
"csm08",1,2016,"7/29/2016","R1A","N","10","SIHI","",NA,"NK269844","N","V",185,80,18,"27","37.2","M","JUV","NS",""
"csm08",1,2016,"7/28/2016","R1A","N","15","SIHI","",NA,"NK269827","N","V",250,104,19,"32","94.2","M","A","S",""
"csm08",1,2016,"7/29/2016","R1A","N","15","SIHI","",NA,"NK269845","N","V",143,62,16,"28","20.1","M","JUV","NS",""
"csm08",1,2016,"7/27/2016","R1A","N","16","SIHI","",NA,"NK269802","N","V",187,81,19,"27","37.4","M","SA","S",""
"csm08",1,2016,"7/27/2016","R1A","N","16","SIHI","",NA,"NK269803","N","V",139,63,16,"23","16.1","F","SJ","CSN",""
"csm08",1,2016,"7/29/2016","R1A","N","16","SIHI","",NA,"NK269846","N","V",243,104,21,"33","146","F","A","OSN",""
"csm08",1,2016,"7/29/2016","R1A","N","16","SIHI","",NA,"NK269847","N","V",139,61,15,"24","17.9","F","JUV","CSN",""
"csm08",1,2016,"7/26/2016","R1A","N","17","SIHI","",NA,"NK269772","N","V",215,94,20,"31","65.9","M","A","S",""
"csm08",1,2016,"7/29/2016","R1A","N","17","SIHI","",NA,"NK269848","N","V",142,65,15,"23","15.34","F","JUV","CSN",""
"csm08",1,2016,"7/29/2016","R1A","N","17","SIHI","",NA,"NK269849","N","V",199,85,19,"27","47.8","F","SA","CSN",""
"csm08",1,2016,"8/5/2016","R1A","S","1","SIHI","310",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","2","SIHI","347",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","2","SIHI","361",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/2/2016","R1A","S","5","SIHI","361",NA,"","N","R",NA,NA,NA,"","170","F","A","OEN",""
"csm08",1,2016,"8/4/2016","R1A","S","5","SIHI","347",NA,"","N","R",NA,NA,NA,"","","M","A","NS","VERY LARGE"
"csm08",1,2016,"8/5/2016","R1A","S","7","SIHI","383",NA,"","N","R",NA,NA,NA,"","","M","A","",""
"csm08",1,2016,"8/3/2016","R1A","S","8","SIHI","371",NA,"","N","R",NA,NA,NA,"","160","F","A","CEN","PREGNANT"
"csm08",1,2016,"8/4/2016","R1A","S","8","SIHI","341",NA,"","Y","R",NA,NA,NA,"","","M","Juv","NS",""
"csm08",1,2016,"8/5/2016","R1A","S","8","SIHI","341",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","8","SIHI","351",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/2/2016","R1A","S","9","SIHI","346",NA,"","N","R",NA,NA,NA,"","40","F","Juv","CSN",""
"csm08",1,2016,"8/3/2016","R1A","S","9","SIHI","343",NA,"","N","R",NA,NA,NA,"","165","M","A","NS",""
"csm08",1,2016,"8/4/2016","R1A","S","9","SIHI","351",NA,"","N","R",NA,NA,NA,"","","M","Juv","NS",""
"csm08",1,2016,"8/5/2016","R1A","S","9","SIHI","349",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/3/2016","R1A","S","10","SIHI","341",NA,"","N","R",NA,NA,NA,"","41","M","Juv","NS",""
"csm08",1,2016,"8/3/2016","R1A","S","10","SIHI","368",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/3/2016","R1A","S","10","SIHI","369",NA,"","N","R",NA,NA,NA,"","140","M","A","S",""
"csm08",1,2016,"8/4/2016","R1A","S","10","SIHI","369",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2016,"8/2/2016","R1A","S","11","SIHI","368",NA,"","N","R",NA,NA,NA,"","","F","A","OEN",""
"csm08",1,2016,"8/5/2016","R1A","S","11","SIHI","372",NA,"","N","R",NA,NA,NA,"","","M","A","",""
"csm08",1,2016,"8/2/2016","R1A","S","12","SIHI","203",NA,"","N","R",NA,NA,NA,"","20","M","Juv","NS",""
"csm08",1,2016,"8/3/2016","R1A","S","12","SIHI","349",NA,"","N","R",NA,NA,NA,"","44","M","Juv","NS",""
"csm08",1,2016,"8/4/2016","R1A","S","12","SIHI","203",NA,"","Y","R",NA,NA,NA,"","","M","Juv","NS",""
"csm08",1,2016,"8/4/2016","R1A","S","12","SIHI","349",NA,"","Y","R",NA,NA,NA,"","","M","Juv","NS",""
"csm08",1,2016,"8/5/2016","R1A","S","12","SIHI","203",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","12","SIHI","382",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/3/2016","R1A","S","13","SIHI","365",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/3/2016","R1A","S","13","SIHI","399",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/4/2016","R1A","S","13","SIHI","399",NA,"","Y","R",NA,NA,NA,"","","F","Juv","CSN",""
"csm08",1,2016,"8/5/2016","R1A","S","13","SIHI","399",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","13","SIHI",".",NA,"","N","R",NA,NA,NA,"","","","","","ESCAPED"
"csm08",1,2016,"8/2/2016","R1A","S","14","SIHI","399",NA,"","N","R",NA,NA,NA,"","23","F","Juv","CSN",""
"csm08",1,2016,"8/3/2016","R1A","S","14","SIHI",".",NA,"","N","R",NA,NA,NA,"","","","","","ESCAPED"
"csm08",1,2016,"8/3/2016","R1A","S","14","SIHI",".",NA,"","N","R",NA,NA,NA,"","25","F","Juv","CSN","ESCAPED"
"csm08",1,2016,"8/4/2016","R1A","S","14","SIHI","310",NA,"","N","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2016,"8/4/2016","R1A","S","14","SIHI",".",NA,"","N","R",NA,NA,NA,"","","","","","ESCAPED"
"csm08",1,2016,"8/5/2016","R1A","S","14","SIHI","242",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/3/2016","R1A","S","15","SIHI","203",NA,"","Y","R",NA,NA,NA,"","","M","Juv","",""
"csm08",1,2016,"8/4/2016","R1A","S","15","SIHI","321",NA,"","N","R",NA,NA,NA,"","25","M","Juv","NS",""
"csm08",1,2016,"8/2/2016","R1A","S","16","SIHI","242",NA,"","N","R",NA,NA,NA,"","80","M","SA","S",""
"csm08",1,2016,"8/3/2016","R1A","S","16","SIHI","337",NA,"","N","R",NA,NA,NA,"","28","F","Juv","CSN",""
"csm08",1,2016,"8/3/2016","R1A","S","16","SIHI","348",NA,"","Y","R",NA,NA,NA,"","","M","Juv","",""
"csm08",1,2016,"8/5/2016","R1A","S","16","SIHI","393",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/2/2016","R1A","S","17","SIHI","348",NA,"","N","R",NA,NA,NA,"","33","M","Juv","NS",""
"csm08",1,2016,"8/2/2016","R1A","S","17","SIHI","397",NA,"","N","R",NA,NA,NA,"","60","F","SA","CSN",""
"csm08",1,2016,"8/3/2016","R1A","S","17","SIHI","393",NA,"","N","R",NA,NA,NA,"","37","M","Juv","NS",""
"csm08",1,2016,"8/4/2016","R1A","S","17","SIHI","382",NA,"","N","R",NA,NA,NA,"","65","F","SA","CSN",""
"csm08",1,2016,"8/5/2016","R1A","S","17","SIHI","362",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","17","SIHI",".",NA,"","N","R",NA,NA,NA,"","","","","","ESCAPED"
"csm08",1,2016,"8/2/2016","R1A","S","18","SIHI","342",NA,"","N","R",NA,NA,NA,"","210","F","A","OEN","PREGNANT"
"csm08",1,2016,"8/2/2016","R1A","S","18","SIHI","360",NA,"","N","R",NA,NA,NA,"","150","M","A","NS",""
"csm08",1,2016,"8/2/2016","R1A","S","18","SIHI","362",NA,"","N","R",NA,NA,NA,"","25","F","Juv","CSN",""
"csm08",1,2016,"8/4/2016","R1A","S","18","SIHI","342",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/4/2016","R1A","S","18","SIHI","360",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","18","SIHI","343",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/4/2016","R1A","S","19","SIHI","327",NA,"","N","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2016,"8/4/2016","R1A","S","19","SIHI","397",NA,"","Y","R",NA,NA,NA,"","","F","SA","",""
"csm08",1,2016,"8/5/2016","R1A","S","19","SIHI","327",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","R1A","S","19","SIHI","397",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"7/28/2016","R20A","E","3","SIHI","",NA,"NK269814","N","V",264,116,20,"30","130","F","A","CSN",""
"csm08",1,2016,"7/26/2016","R20A","E","4","SIHI","",NA,"NK269777","N","V",265,108,20,"31","156.7","F","A","OEN",""
"csm08",1,2016,"7/27/2016","R20A","E","4","SIHI","",NA,"NK269806","N","V",210,99,19,"29","49.6","F","SA","CSN",""
"csm08",1,2016,"7/29/2016","R20A","E","4","SIHI","",NA,"NK269834","N","V",202,91,20,"28","46.2","M","SA","NS",""
"csm08",1,2016,"7/26/2016","R20A","E","7","SIHI","",NA,"NK269778","N","V",191,82,19,"29","45","F","JUV","CSN",""
"csm08",1,2016,"7/28/2016","R20A","E","9","SIHI"," ",NA,"NK269815","N","V",212,91,18,"29","58.3","M","SA","S",""
"csm08",1,2016,"7/27/2016","R20A","E","16","SIHI","",NA,"NK269808","N","V",181,85,19,"26","35.7","M","SA","S",""
"csm08",1,2016,"7/27/2016","R20A","E","20","SIHI","",NA,"NK269809","N","V",199,86,19,"28","38.8","M","SA","S",""
"csm08",1,2016,"8/5/2016","R20A","W","7","SIHI","316",NA,"","N","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2016,"7/15/2016","SpB","N","17","SIHI","",NA,"NK269763","N","V",257,121,19,"31","91","M","A","S",""
"csm08",1,2016,"8/2/2016","SpB","S","6","SIHI","375",NA,"","N","R",NA,NA,NA,"","75","F","SA","CSN",""
"csm08",1,2016,"8/4/2016","SpB","S","8","SIHI","375",NA,"","Y","R",NA,NA,NA,"","","F","SA","CSN",""
"csm08",1,2016,"8/4/2016","SpB","S","10","SIHI","318",NA,"","N","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2016,"8/5/2016","SpB","S","11","SIHI","318",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/5/2016","SpB","S","15","SIHI","259",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"8/2/2016","SpB","S","16","SIHI","259",NA,"","N","R",NA,NA,NA,"","140","F","A","CSN",""
"csm08",1,2016,"8/5/2016","SpB","S","18","SIHI","354",NA,"","N","R",NA,NA,NA,"","","F","A","",""
"csm08",1,2016,"8/3/2016","SpB","S","20","SIHI","400",NA,"","N","R",NA,NA,NA,"","125","M","A","S",""
"csm08",1,2016,"8/5/2016","SpB","S","20","SIHI","332",NA,"","N","R",NA,NA,NA,"","","M","Juv","",""
"csm08",1,2016,"7/20/2016","SuB","E","7","SIHI","255",NA,"","N","R",NA,115,32,"20","145","F","A","CEN",""
"csm08",1,2016,"7/21/2016","SuB","E","7","SIHI","255",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"7/22/2016","SuB","E","7","SIHI","255",NA,"","Y","R",NA,NA,NA,"","","","","",""
"csm08",1,2016,"7/23/2016","SuB","E","8","SIHI","215",NA,"","N","R",NA,111,32,"","100","M","A","S",""
"csm08",1,2016,"7/21/2016","SuB","W","14","SIHI","",NA,"NK269872","N","V",250,100,30,"19","105.5","M","A","S",""
"csm08",1,2016,"7/22/2016","SuB","W","15","SIHI","",NA,"NK269875","N","V",212,94,30,"17","54","M","JUV","NS",""
"csm08",1,2017,"5/29/2017","1D","E","9","PMMA","330",NA,"","N","R",NA,62,19,"","19.5","F","A","CSN","PREGNANT?"
"csm08",1,2017,"5/29/2017","1D","E","12","PMMA","309",NA,"","N","R",NA,58,19,"13","16","M","A","S",""
"csm08",1,2017,"5/29/2017","4B","W","4","CHHI","305",NA,"","N","R",NA,104,21,"","54","M","A","NS",""
"csm08",1,2017,"5/29/2017","4B","W","10","MIOC","339",NA,"","N","R",NA,20,15,"10","36","M","A","NS",""
"csm08",1,2017,"5/29/2017","4B","W","5","PMLE","333",NA,"","N","R",NA,74,22,"16","22","F","A","OEN",""
"csm08",1,2017,"5/29/2017","4B","W","14","PMLE","320",NA,"","N","R",NA,77,22,"18","29","M","A","S",""
"csm08",1,2017,"5/29/2017","4B","W","19","PMLE","336",NA,"","N","R",NA,74,23,"17","28","M","A","S",""
"csm08",1,2017,"5/29/2017","4B","W","14","PMLE","312",NA,"","N","R",NA,74,21,"","18","M","A","S",""
"csm08",1,2017,"5/29/2017","4B","W","7","PMMA","118",NA,"","N","R",NA,60,20,"16","16.5","M","A","NS","TICK ON EAR"
"csm08",1,2017,"5/29/2017","4B","W","4","PMMA","340",NA,"","N","R",NA,60,19,"","15.5","M","A","NS",""
"csm08",1,2017,"5/29/2017","4B","W","1","REME","334",NA,"","N","R",NA,NA,NA,"","13.5","M","A","S","WHITE FUR PATCH"
"csm08",1,2017,"5/29/2017","4B","W","13","REME","331",NA,"","N","R",NA,22,17,"","12","M","A","S","OTB"
"csm08",1,2017,"5/29/2017","SuB","E","15","MIOC","306",NA,"","N","R",NA,39,18,"11","40","F","A","OEN","PREGNANT"
"csm08",1,2017,"5/29/2017","SuB","E","16","PMMA","389",NA,"","N","R",NA,63,18,"14","17","M","A","NS",""
"csm08",1,2017,"5/30/2017","1D","E","9","PMMA","325",NA,"","N","R",NA,55,18,"","17","M","A","NS",""
"csm08",1,2017,"5/30/2017","1D","E","12","PMMA","309",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"5/30/2017","4B","W","4","CHHI","305",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"5/30/2017","4B","W","14","PMLE","311",NA,"","N","R",NA,68,20,"","15.5","F","JUV","CSN",""
"csm08",1,2017,"5/30/2017","4B","W","15","PMLE","322",NA,"","N","R",NA,77,21,"","27","F","A","CEN","PREGNANT"
"csm08",1,2017,"5/30/2017","4B","W","13","PMLE","320",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"5/30/2017","4B","W","5","PMLE","333",NA,"","Y","R",NA,NA,NA,"","","F","A","OSN",""
"csm08",1,2017,"5/30/2017","4B","W","3","PMMA","118",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"5/30/2017","4B","W","3","REME","392",NA,"","N","R",NA,58,18,"","12","F","SA","CSN",""
"csm08",1,2017,"5/30/2017","4B","W","1","REME","334",NA,"","Y","R",NA,73,17,"","13","M","A","S",""
"csm08",1,2017,"5/30/2017","SuB","E","19","MIOC","380",NA,"","N","R",NA,30,18,"","33","F","A","CSN",""
"csm08",1,2017,"5/30/2017","SuB","E","16","PMMA","389",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"5/30/2017","SuB","E","9","SIHI","307",NA,"","N","R",NA,71,23,"","28","M","JUV","NS",""
"csm08",1,2017,"5/30/2017","SuB","E","7","SIHI","379",NA,"","N","R",NA,60,21,"","18","M","JUV","NS",""
"csm08",1,2017,"6/1/2017","1D","E","5","PMMA","411",NA,"","N","R",NA,61,18,"","17","M","A","S",""
"csm08",1,2017,"6/1/2017","1D","E","13","PMMA","434",NA,"","N","R",NA,61,19,"","18","F","A","CEN",""
"csm08",1,2017,"6/1/2017","1D","E","18","PMMA","432",NA,"","N","R",NA,55,18,"","16.5","M","A","NS",""
"csm08",1,2017,"6/1/2017","1D","E","9","PMMA","309",NA,"","Y","R",NA,NA,NA,"","","M","A","S","FLEAS"
"csm08",1,2017,"6/1/2017","1D","E","9","PMMA","330",NA,"","Y","R",NA,NA,NA,"","","F","A","CEN",""
"csm08",1,2017,"6/1/2017","1D","E","8","PMMA","325",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/1/2017","1D","E","15","REME","452",NA,"","A","R",NA,70,17,"","13","M","A","S","RIGHT EAR GONE-PROBABLE ANNUAL RECAP"
"csm08",1,2017,"6/1/2017","4B","w","19","PMLE","328",NA,"","N","R",NA,78,23,"","32","F","A","CEN","PREGNANT"
"csm08",1,2017,"6/1/2017","4B","W","12","PMLE","280",NA,"","N","R",NA,73,21,"","19.5","M","A","NS",""
"csm08",1,2017,"6/1/2017","4B","W","3","PMLE","302",NA,"","N","R",NA,70,19,"","18","M","JUV","NS",""
"csm08",1,2017,"6/1/2017","4B","W","16","PMLE","322",NA,"","y","R",NA,NA,NA,"","","F","A","CEN",""
"csm08",1,2017,"6/1/2017","4B","w","20","PMLE","336",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/1/2017","4B","W","13","PMLE","320",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/1/2017","4B","W","13","PMLE","311",NA,"","Y","R",NA,NA,NA,"","","F","Juv","CSN",""
"csm08",1,2017,"6/1/2017","4B","W","5","PMLE","333",NA,"","Y","R",NA,NA,NA,"","","F","A","CSN","PREGNANT"
"csm08",1,2017,"6/1/2017","4B","W","3","PMMA","118",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"6/1/2017","4B","W","7","PMMA","340",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"6/1/2017","4B","W","11","REME","358",NA,"","N","R",NA,74,16,"","15","M","A","NS",""
"csm08",1,2017,"6/1/2017","4B","W","1","REME","334",NA,"","Y","R",NA,NA,NA,"","","N","","",""
"csm08",1,2017,"6/1/2017","4B","W","6","REME","392",NA,"","Y","R",NA,NA,NA,"","","F","SA","CSN",""
"csm08",1,2017,"6/1/2017","4B","W","11","REME","313",NA,"","Y","R",NA,NA,NA,"","","M","A","NS","OTB (SAVE AS 331-LOST EAR TAG)"
"csm08",1,2017,"6/1/2017","4B","W","15","SIHI","315",NA,"","N","R",NA,109,30,"","130","M","A","NS",""
"csm08",1,2017,"6/1/2017","4B","W","14","SIHI","301",NA,"","N","R",NA,68,23,"","25","F","Juv","CSN",""
"csm08",1,2017,"6/1/2017","4B","W","15","SIHI","384",NA,"","N","R",NA,110,32,"","145","M","A","NS",""
"csm08",1,2017,"6/1/2017","4B","W","12","SIHI","",NA,"","N","R",NA,NA,NA,"","","N","","","GOT AWAY"
"csm08",1,2017,"6/1/2017","4F","W","1","REME","418",NA,"","A","R",NA,69,17,"","12","M","A","S","POSSIBLE ANNUAL RECAP/RIPPED EAR"
"csm08",1,2017,"6/1/2017","4F","W","20","SIHI","435",NA,"","N","R",NA,109,31,"","150","F","A","OEN",""
"csm08",1,2017,"6/1/2017","4F","W","14","SIHI","449",NA,"","N","R",NA,93,30,"","145","F","A","CSN","PREGNANT"
"csm08",1,2017,"6/1/2017","4F","W","17","SIHI","429",NA,"","N","R",NA,68,26,"","27","F","Juv","CSN",""
"csm08",1,2017,"6/1/2017","4F","W","12","SIHI","444",NA,"","N","R",NA,101,31,"","140","F","A","CEN","PREGNANT"
"csm08",1,2017,"6/1/2017","4F","W","11","SIHI","445",NA,"","N","R",NA,110,31,"","135","M","A","S",""
"csm08",1,2017,"6/1/2017","4F","W","12","SIHI","439",NA,"","N","R",NA,66,26,"","31","F","Juv","CSN",""
"csm08",1,2017,"6/1/2017","4F","W","11","SIHI","420",NA,"","N","R",NA,68,25,"","28","F","Juv","CSN",""
"csm08",1,2017,"6/1/2017","4F","W","5","SIHI","419",NA,"","N","R",NA,103,30,"","110","M","A","NS",""
"csm08",1,2017,"6/1/2017","SuB","E","9","MIOC","323",NA,"","N","R",NA,30,18,"","29","M","A","S","FLEAS"
"csm08",1,2017,"6/1/2017","SuB","E","15","MIOC","306",NA,"","Y","R",NA,NA,NA,"","","F","A","OEN","PREGNANT"
"csm08",1,2017,"6/1/2017","SuB","E","17","PMMA","422",NA,"","N","R",NA,55,19,"","16.5","F","A","CEN",""
"csm08",1,2017,"6/1/2017","SuB","E","16","PMMA","389",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/1/2017","SuB","E","13","SIHI","423",NA,"","N","R",NA,95,30,"","120","F","A","CSN",""
"csm08",1,2017,"6/1/2017","SuB","E","7","SIHI","440",NA,"","N","R",NA,69,25,"","32","M","Juv","NS",""
"csm08",1,2017,"6/1/2017","SuB","E","8","SIHI","379",NA,"","Y","R",NA,NA,NA,"","","N","JUV","",""
"csm08",1,2017,"6/2/2017","1D","E","5","PMMA","417",NA,"","N","R",NA,58,18,"","15","F","A","CSN",""
"csm08",1,2017,"6/2/2017","1D","E","10","PMMA","309",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","1D","E","7","PMMA","325",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","1D","E","9","PMMA","330",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"6/2/2017","1D","E","4","PMMA","411",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4B","W","3","CHHI","305",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"6/2/2017","4B","W","20","PMLE","328",NA,"","Y","R",NA,NA,NA,"","","F","A","CEN","PREGNANT"
"csm08",1,2017,"6/2/2017","4B","W","13","PMLE","312",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4B","W","13","PMLE","320",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4B","W","5","PMLE","333",NA,"","Y","R",NA,NA,NA,"","","F","A","CSN",""
"csm08",1,2017,"6/2/2017","4B","W","11","PMLE","280",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4B","W","12","PMLE","311",NA,"","Y","R",NA,NA,NA,"","","F","JUV","CSN",""
"csm08",1,2017,"6/2/2017","4B","W","4","PMLE","441",NA,"","Y","R",NA,84,22,"","26.5","F","A","CSN","PREGNANT"
"csm08",1,2017,"6/2/2017","4B","W","9","PMMA","340",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4B","W","17","REME","313",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"6/2/2017","4B","W","10","REME","358",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4B","W","15","SIHI","421",NA,"","N","R",NA,120,30,"","150","M","A","S",""
"csm08",1,2017,"6/2/2017","4B","W","16","SIHI","384",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"6/2/2017","4B","W","14","SIHI","315",NA,"","Y","R",NA,NA,NA,"","","M","A","NS",""
"csm08",1,2017,"6/2/2017","4F","W","20","PMLE","413",NA,"","N","R",NA,70,21,"","27","M","A","S",""
"csm08",1,2017,"6/2/2017","4F","W","9","REME","404",NA,"","N","R",NA,73,17,"","13","M","A","S",""
"csm08",1,2017,"6/2/2017","4F","W","1","REME","418",NA,"","A","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4F","W","13","SIHI","416",NA,"","N","R",NA,63,22,"","24","M","JUV","NS",""
"csm08",1,2017,"6/2/2017","4F","W","11","SIHI","407",NA,"","N","R",NA,62,23,"","28","F","JUV","CSN",""
"csm08",1,2017,"6/2/2017","4F","W","11","SIHI","437",NA,"","N","R",NA,108,31,"","135","M","A","S",""
"csm08",1,2017,"6/2/2017","4F","W","4","SIHI","406",NA,"","N","R",NA,104,32,"","150","M","A","S",""
"csm08",1,2017,"6/2/2017","4F","W","4","SIHI","405",NA,"","N","R",NA,102,30,"","105","F","A","OEL",""
"csm08",1,2017,"6/2/2017","4F","W","15","SIHI","410",NA,"","N","R",NA,63,24,"","23","M","JUV","NS",""
"csm08",1,2017,"6/2/2017","4F","W","13","SIHI","420",NA,"","Y","R",NA,NA,NA,"","","F","JUV","",""
"csm08",1,2017,"6/2/2017","4F","W","12","SIHI","444",NA,"","Y","R",NA,NA,NA,"","","F","A","OSN",""
"csm08",1,2017,"6/2/2017","4F","W","12","SIHI","445",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","4F","W","18","SIHI","449",NA,"","Y","R",NA,NA,NA,"","150","F","A","OEN","PREGNANT"
"csm08",1,2017,"6/2/2017","SuB","E","3","MIOC","451",NA,"","N","R",NA,33,18,"","40","F","A","OEN","PREGNANT"
"csm08",1,2017,"6/2/2017","SuB","E","14","MIOC","450",NA,"","N","R",NA,33,20,"","40","F","A","CEN","PREGNANT"
"csm08",1,2017,"6/2/2017","SuB","E","11","MIOC","323",NA,"","Y","R",NA,NA,NA,"","","M","A","S",""
"csm08",1,2017,"6/2/2017","SuB","E","17","PMMA","422",NA,"","Y","R",NA,NA,NA,"","","F","A","OSN",""
"csm08",1,2017,"6/2/2017","SuB","E","7","SIHI","433",NA,"","N","R",NA,55,22,"","19","M","JUV","NS",""
"csm08",1,2017,"6/2/2017","SuB","E","8","SIHI","440",NA,"","Y","R",NA,NA,NA,"","","M","JUV","NS",""
"csm08",1,2017,"6/2/2017","SuB","E","8","SIHI","427",NA,"","Y","R",NA,105,30,"","115","M","A","NS",""
"csm08",1,2017,"6/6/2017","20B","W","6","DIVI","",NA,"NK269913","N","V",377,140,31,"35","135.3","M","JUV","NS",""
"csm08",1,2017,"6/6/2017","20B","W","7","NEFL","",NA,"NK269925","N","V",347,140,39,"25","197.3","M","A","S",""
"csm08",1,2017,"6/6/2017","20B","W","15","PMLE","",NA,"NK269909","N","V",180,84,21,"16","31.5","M","A","S",""
"csm08",1,2017,"6/6/2017","20B","W","13","PMLE","",NA,"NK269910","N","V",193,88,22,"17","31","F","A","OEL",""
"csm08",1,2017,"6/6/2017","20B","W","13","PMLE","",NA,"NK269911","N","V",172,75,20,"15","26","M","A","S",""
"csm08",1,2017,"6/6/2017","20B","W","6","PMLE","",NA,"NK269912","N","V",155,49,22,"19","29.4","F","?","OEL",""
"csm08",1,2017,"6/6/2017","20B","W","15","PMLE","",NA,"NK269914","N","V",191,80,22,"17","39.2","F","?","OEN",""
"csm08",1,2017,"6/6/2017","20B","W","14","PMLE","",NA,"NK269915","N","V",175,78,22,"46","29.1","F","A","CSN",""
"csm08",1,2017,"6/6/2017","20B","W","7","PMLE","",NA,"NK269916","N","V",171,70,22,"16","30.2","M","A","S",""
"csm08",1,2017,"6/6/2017","20B","W","8","PMLE","",NA,"NK269917","N","V",172,77,22,"15","33.2","F","A","OEL",""
"csm08",1,2017,"6/6/2017","20B","W","18","PMLE","",NA,"NK269919","N","V",196,89,22,"18","33.1","F","A","CEN",""
"csm08",1,2017,"6/6/2017","20B","W","2","PMLE","",NA,"NK269920","N","V",179,79,22,"15","31.2","F","A","CEL",""
"csm08",1,2017,"6/6/2017","20B","W","11","PMLE","",NA,"NK269921","N","V",167,75,22,"16","24","M","A","S",""
